Posting_Date,Loan_No,Loan_Product_Type,Interest_Paid,Principle_Paid,Total_Paid
2025-04-03,A00271,INUKA6WKS,500,1000,1500
2025-04-03,A00274,BIASHARA6W,333,667,1000
2025-04-03,A00282,INUKA6WKS,0,700,700
2025-04-03,A00319,BIASHARA6W,199,1,200
2025-04-03,A00331,INUKA6WKS,503,1167,1670
2025-04-03,A00336,INUKA6WKS,500,1000,1500
2025-04-04,A00019,BIASHARA6W,2,98,100
2025-04-04,A00020,INUKA8WKS,0,75,75
2025-04-04,A00062,INUKA 4WKS,500,2000,2500
2025-04-04,A00102,INUKA6WKS,3,64,67
2025-04-04,A00121,INUKA6WKS,18,0,18
2025-04-04,A00131,INUKA8WKS,500,1000,1500
2025-04-04,A00133,INUKA8WKS,400,420,820
2025-04-04,A00142,INUKA6WKS,485,1165,1650
2025-04-04,A00159,BIASHARA6W,336,834,1170
2025-04-04,A00191,INUKA6WKS,1000,2000,3000
2025-04-04,A00192,INUKA6WKS,100,67,167
2025-04-04,A00207,INUKA6WKS,59,611,670
2025-04-04,A00210,BIASHARA6W,334,833,1167
2025-04-04,A00239,INUKA6WKS,0,200,200
2025-04-04,A00247,BIASHARA6W,0,480,480
2025-04-04,A00249,INUKA 4WKS,100,0,100
2025-04-04,A00251,BIASHARA4W,250,120,370
2025-04-04,A00263,INUKA6WKS,0,507,507
2025-04-04,A00274,BIASHARA6W,3,167,170
2025-04-04,A00280,INUKA6WKS,0,590,590
2025-04-04,A00281,BIASHARA6W,334,516,850
2025-04-04,A00282,INUKA6WKS,500,300,800
2025-04-04,A00283,BIASHARA6W,336,834,1170
2025-04-04,A00319,BIASHARA6W,100,0,100
2025-04-04,A00323,INUKA 4WKS,500,1750,2250
2025-04-04,A00335,BIASHARA6W,336,834,1170
2025-04-05,A00030,INUKA 4WKS,500,750,1250
2025-04-05,A00095,INUKA6WKS,0,600,600
2025-04-05,A00120,BIASHARA6W,334,839,1173
2025-04-05,A00123,BIASHARA6W,334,833,1167
2025-04-05,A00251,BIASHARA4W,0,197,197
2025-04-05,A00264,BIASHARA6W,334,833,1167
2025-04-05,A00280,INUKA6WKS,30,410,440
2025-04-05,A00319,BIASHARA6W,35,165,200
2025-04-05,A00338,INUKA6WKS,250,0,250
2025-04-06,A00030,INUKA 4WKS,0,1000,1000
2025-04-06,A00035,BIASHARA6W,334,766,1100
2025-04-06,A00054,BIASHARA6W,334,466,800
2025-04-06,A00060,BIASHARA6W,334,166,500
2025-04-06,A00133,INUKA8WKS,0,455,455
2025-04-06,A00152,BIASHARA6W,334,566,900
2025-04-06,A00192,INUKA6WKS,300,0,300
2025-04-06,A00209,INUKA8WKS,500,800,1300
2025-04-06,A00226,INUKA6WKS,500,330,830
2025-04-06,A00229,BIASHARA6W,67,633,700
2025-04-06,A00239,INUKA6WKS,1,67,68
2025-04-06,A00251,BIASHARA4W,0,800,800
2025-04-06,A00280,INUKA6WKS,300,0,300
2025-04-06,A00319,BIASHARA6W,0,200,200
2025-04-06,A00321,INUKA 4WKS,500,750,1250
2025-04-07,A00019,BIASHARA6W,332,268,600
2025-04-07,A00020,INUKA8WKS,500,500,1000
2025-04-07,A00028,INUKA 4WKS,500,1750,2250
2025-04-07,A00033,INUKA6WKS,500,1167,1667
2025-04-07,A00035,BIASHARA6W,0,65,65
2025-04-07,A00037,BIASHARA4W,300,1250,1550
2025-04-07,A00039,BIASHARA6W,334,833,1167
2025-04-07,A00054,BIASHARA6W,0,368,368
2025-04-07,A00057,BIASHARA4W,250,1250,1500
2025-04-07,A00058,BIASHARA4W,250,1250,1500
2025-04-07,A00059,INUKA 4WKS,500,2500,3000
2025-04-07,A00060,BIASHARA6W,0,500,500
2025-04-07,A00061,BIASHARA6W,334,833,1167
2025-04-07,A00074,INUKA 4WKS,500,1500,2000
2025-04-07,A00075,BIASHARA4W,250,500,750
2025-04-07,A00090,BIASHARA4W,250,1250,1500
2025-04-07,A00124,INUKA 4WKS,500,1750,2250
2025-04-07,A00141,BIASHARA6W,324,830,1154
2025-04-07,A00150,BIASHARA6W,334,466,800
2025-04-07,A00170,INUKA6WKS,476,24,500
2025-04-07,A00181,INUKA6WKS,500,1167,1667
2025-04-07,A00183,INUKA6WKS,1000,2334,3334
2025-04-07,A00193,BIASHARA6W,225,75,300
2025-04-07,A00209,INUKA8WKS,0,75,75
2025-04-07,A00210,BIASHARA6W,668,1672,2340
2025-04-07,A00216,BIASHARA4W,250,1250,1500
2025-04-07,A00226,INUKA6WKS,0,837,837
2025-04-07,A00227,BIASHARA6W,334,46,380
2025-04-07,A00229,BIASHARA6W,269,201,470
2025-04-07,A00247,BIASHARA6W,0,50,50
2025-04-07,A00251,BIASHARA4W,2,133,135
2025-04-07,A00265,BIASHARA4W,250,750,1000
2025-04-07,A00272,BIASHARA4W,250,1250,1500
2025-04-07,A00319,BIASHARA6W,0,467,467
2025-04-07,A00320,INUKA 4WKS,500,1750,2250
2025-04-07,A00321,INUKA 4WKS,0,1000,1000
2025-04-07,A00322,BIASHARA4W,250,1250,1500
2025-04-07,A00358,BIASHARA6W,10,2,12
2025-04-08,A00012,BIASHARA6W,336,834,1170
2025-04-08,A00019,BIASHARA6W,0,500,500
2025-04-08,A00020,INUKA8WKS,0,375,375
2025-04-08,A00021,BIASHARA6W,334,834,1168
2025-04-08,A00022,INUKA6WKS,500,1167,1667
2025-04-08,A00023,INUKA 4WKS,500,1750,2250
2025-04-08,A00026,BIASHARA4W,250,1250,1500
2025-04-08,A00032,BIASHARA6W,334,266,600
2025-04-08,A00036,BIASHARA4W,250,1250,1500
2025-04-08,A00055,INUKA 4WKS,500,2000,2500
2025-04-08,A00056,BIASHARA6W,334,834,1168
2025-04-08,A00063,INUKA6WKS,482,668,1150
2025-04-08,A00075,BIASHARA4W,0,750,750
2025-04-08,A00078,INUKA 4WKS,500,1750,2250
2025-04-08,A00079,BIASHARA6W,336,834,1170
2025-04-08,A00080,BIASHARA6W,336,834,1170
2025-04-08,A00081,BIASHARA6W,336,834,1170
2025-04-08,A00085,INUKA6WKS,503,1667,2170
2025-04-08,A00087,BIASHARA4W,250,1250,1500
2025-04-08,A00091,INUKA6WKS,497,503,1000
2025-04-08,A00095,INUKA6WKS,500,300,800
2025-04-08,A00122,INUKA 4WKS,500,2000,2500
2025-04-08,A00125,BIASHARA4W,50,950,1000
2025-04-08,A00127,INUKA6WKS,503,1667,2170
2025-04-08,A00151,INUKA6WKS,488,912,1400
2025-04-08,A00152,BIASHARA6W,0,267,267
2025-04-08,A00193,BIASHARA6W,109,191,300
2025-04-08,A00227,BIASHARA6W,0,788,788
2025-04-08,A00230,INUKA6WKS,500,0,500
2025-04-08,A00237,INUKA6WKS,500,700,1200
2025-04-08,A00238,BIASHARA6W,334,833,1167
2025-04-08,A00265,BIASHARA4W,0,500,500
2025-04-08,A00267,BIASHARA4W,250,1750,2000
2025-04-08,A00280,INUKA6WKS,170,170,340
2025-04-08,A00338,INUKA6WKS,250,150,400
2025-04-08,A00348,BIASHARA6W,334,834,1168
2025-04-09,A00019,BIASHARA6W,4,66,70
2025-04-09,A00023,INUKA 4WKS,500,1750,2250
2025-04-09,A00025,INUKA6WKS,500,1000,1500
2025-04-09,A00032,BIASHARA6W,0,567,567
2025-04-09,A00060,BIASHARA6W,0,168,168
2025-04-09,A00063,INUKA6WKS,21,499,520
2025-04-09,A00074,INUKA 4WKS,1000,3000,4000
2025-04-09,A00077,INUKA 4WKS,500,2000,2500
2025-04-09,A00091,INUKA6WKS,6,1164,1170
2025-04-09,A00097,INUKA6WKS,500,1167,1667
2025-04-09,A00125,BIASHARA4W,100,100,200
2025-04-09,A00151,INUKA6WKS,0,253,253
2025-04-09,A00193,BIASHARA6W,0,400,400
2025-04-09,A00194,BIASHARA6W,336,834,1170
2025-04-09,A00195,BIASHARA6W,334,1506,1840
2025-04-09,A00199,BIASHARA6W,326,674,1000
2025-04-09,A00213,INUKA6WKS,492,508,1000
2025-04-09,A00228,INUKA6WKS,500,1000,1500
2025-04-09,A00230,INUKA6WKS,0,1000,1000
2025-04-09,A00231,INUKA6WKS,500,1167,1667
2025-04-09,A00237,INUKA6WKS,0,467,467
2025-04-09,A00247,BIASHARA6W,334,666,1000
2025-04-09,A00248,BIASHARA6W,334,433,767
2025-04-09,A00250,INUKA6WKS,500,2000,2500
2025-04-09,A00251,BIASHARA4W,248,752,1000
2025-04-09,A00267,BIASHARA4W,0,200,200
2025-04-09,A00268,BIASHARA4W,250,1250,1500
2025-04-09,A00269,BIASHARA6W,334,833,1167
2025-04-09,A00270,INUKA6WKS,500,1167,1667
2025-04-09,A00324,BIASHARA4W,250,1250,1500
2025-04-09,A00332,INUKA6WKS,506,1334,1840
2025-04-09,A00338,INUKA6WKS,33,1017,1050
2025-04-10,A00092,BIASHARA6W,336,834,1170
2025-04-10,A00093,BIASHARA4W,250,1250,1500
2025-04-10,A00102,INUKA6WKS,500,1167,1667
2025-04-10,A00133,INUKA8WKS,400,0,400
2025-04-10,A00181,INUKA6WKS,500,1165,1665
2025-04-10,A00193,BIASHARA6W,0,243,243
2025-04-10,A00199,BIASHARA6W,10,160,170
2025-04-10,A00200,BIASHARA6W,334,833,1167
2025-04-10,A00201,BIASHARA6W,334,834,1168
2025-04-10,A00207,INUKA6WKS,483,1167,1650
2025-04-10,A00213,INUKA6WKS,0,640,640
2025-04-10,A00239,INUKA6WKS,499,801,1300
2025-04-10,A00248,BIASHARA6W,0,400,400
2025-04-10,A00251,BIASHARA4W,0,498,498
2025-04-10,A00264,BIASHARA6W,334,833,1167
2025-04-10,A00269,BIASHARA6W,668,1672,2340
2025-04-10,A00270,INUKA6WKS,1000,2334,3334
2025-04-10,A00271,INUKA6WKS,500,0,500
2025-04-10,A00273,BIASHARA6W,330,70,400
2025-04-10,A00274,BIASHARA6W,999,2502,3501
2025-04-10,A00280,INUKA6WKS,0,300,300
2025-04-10,A00282,INUKA6WKS,0,800,800
2025-04-10,A00283,BIASHARA6W,336,834,1170
2025-04-10,A00330,INUKA8WKS,525,875,1400
2025-04-10,A00331,INUKA6WKS,503,1167,1670
2025-04-10,A00333,INUKA6WKS,503,1167,1670
2025-04-10,A00373,BIASHARA6W,6,0,6
2025-04-11,A00062,INUKA 4WKS,500,2000,2500
2025-04-11,A00095,INUKA6WKS,3,931,934
2025-04-11,A00116,INUKA6WKS,500,1000,1500
2025-04-11,A00121,INUKA6WKS,501,1167,1668
2025-04-11,A00125,BIASHARA4W,100,100,200
2025-04-11,A00131,INUKA8WKS,500,1000,1500
2025-04-11,A00133,INUKA8WKS,170,830,1000
2025-04-11,A00192,INUKA6WKS,170,1167,1337
2025-04-11,A00194,BIASHARA6W,324,830,1154
2025-04-11,A00200,BIASHARA6W,334,834,1168
2025-04-11,A00207,INUKA6WKS,458,1165,1623
2025-04-11,A00209,INUKA8WKS,500,875,1375
2025-04-11,A00213,INUKA6WKS,1,19,20
2025-04-11,A00215,BIASHARA6W,334,834,1168
2025-04-11,A00239,INUKA6WKS,1,366,367
2025-04-11,A00273,BIASHARA6W,4,764,768
2025-04-11,A00281,BIASHARA6W,334,856,1190
2025-04-11,A00282,INUKA6WKS,500,200,700
2025-04-11,A00323,INUKA 4WKS,500,0,500
2025-04-11,A00338,INUKA6WKS,200,0,200
2025-04-11,A00380,BIASHARA6W,16,2,18
2025-04-12,A00123,BIASHARA6W,334,166,500
2025-04-12,A00159,BIASHARA6W,300,435,735
2025-04-12,A00192,INUKA6WKS,30,0,30
2025-04-12,A00212,INUKA6WKS,500,1167,1667
2025-04-12,A00263,INUKA6WKS,500,1167,1667
2025-04-12,A00271,INUKA6WKS,0,1000,1000
2025-04-12,A00323,INUKA 4WKS,0,700,700
2025-04-12,A00335,BIASHARA6W,336,834,1170
2025-04-13,A00019,BIASHARA6W,317,0,317
2025-04-13,A00035,BIASHARA6W,338,837,1175
2025-04-13,A00054,BIASHARA6W,334,666,1000
2025-04-13,A00060,BIASHARA6W,334,366,700
2025-04-13,A00075,BIASHARA4W,250,750,1000
2025-04-13,A00123,BIASHARA6W,0,668,668
2025-04-13,A00159,BIASHARA6W,0,190,190
2025-04-13,A00193,BIASHARA6W,334,373,707
2025-04-13,A00214,BIASHARA6W,334,833,1167
2025-04-13,A00216,BIASHARA4W,0,1000,1000
2025-04-13,A00226,INUKA6WKS,500,367,867
2025-04-13,A00249,INUKA 4WKS,300,2500,2800
2025-04-13,A00267,BIASHARA4W,250,250,500
2025-04-13,A00319,BIASHARA6W,78,2,80
2025-04-13,A00322,BIASHARA4W,250,750,1000
2025-04-13,A00357,BIASHARA6W,334,834,1168
2025-04-14,A00020,INUKA8WKS,500,400,900
2025-04-14,A00028,INUKA 4WKS,500,1750,2250
2025-04-14,A00030,INUKA 4WKS,500,1750,2250
2025-04-14,A00032,BIASHARA6W,98,102,200
2025-04-14,A00033,INUKA6WKS,500,1167,1667
2025-04-14,A00037,BIASHARA4W,300,1250,1550
2025-04-14,A00039,BIASHARA6W,334,834,1168
2025-04-14,A00054,BIASHARA6W,0,168,168
2025-04-14,A00057,BIASHARA4W,250,1250,1500
2025-04-14,A00059,INUKA 4WKS,500,2500,3000
2025-04-14,A00060,BIASHARA6W,0,368,368
2025-04-14,A00061,BIASHARA6W,334,466,800
2025-04-14,A00075,BIASHARA4W,0,500,500
2025-04-14,A00090,BIASHARA4W,250,1250,1500
2025-04-14,A00122,INUKA 4WKS,500,2000,2500
2025-04-14,A00124,INUKA 4WKS,500,1750,2250
2025-04-14,A00125,BIASHARA4W,0,100,100
2025-04-14,A00152,BIASHARA6W,0,2,2
2025-04-14,A00157,INUKA6WKS,500,100,600
2025-04-14,A00159,BIASHARA6W,11,209,220
2025-04-14,A00226,INUKA6WKS,0,500,500
2025-04-14,A00227,BIASHARA6W,334,834,1168
2025-04-14,A00229,BIASHARA6W,333,834,1167
2025-04-14,A00250,INUKA6WKS,500,2402,2902
2025-04-14,A00265,BIASHARA4W,250,750,1000
2025-04-14,A00272,BIASHARA4W,500,2500,3000
2025-04-14,A00273,BIASHARA6W,664,1668,2332
2025-04-14,A00319,BIASHARA6W,256,124,380
2025-04-14,A00320,INUKA 4WKS,500,1750,2250
2025-04-14,A00321,INUKA 4WKS,500,1600,2100
2025-04-14,A00322,BIASHARA4W,0,500,500
2025-04-14,A00323,INUKA 4WKS,0,1050,1050
2025-04-14,A00337,INUKA6WKS,294,506,800
2025-04-14,A00376,INUKA6WKS,500,567,1067
2025-04-14,A00384,BIASHARA6W,2,0,2
2025-04-15,A00019,BIASHARA6W,13,587,600
2025-04-15,A00022,INUKA6WKS,500,1167,1667
2025-04-15,A00026,BIASHARA4W,250,1250,1500
2025-04-15,A00036,BIASHARA4W,250,1250,1500
2025-04-15,A00055,INUKA 4WKS,500,2000,2500
2025-04-15,A00056,BIASHARA6W,334,834,1168
2025-04-15,A00057,BIASHARA4W,500,2500,3000
2025-04-15,A00058,BIASHARA4W,250,1250,1500
2025-04-15,A00060,BIASHARA6W,0,100,100
2025-04-15,A00061,BIASHARA6W,0,368,368
2025-04-15,A00063,INUKA6WKS,300,0,300
2025-04-15,A00075,BIASHARA4W,250,1250,1500
2025-04-15,A00079,BIASHARA6W,336,834,1170
2025-04-15,A00080,BIASHARA6W,336,834,1170
2025-04-15,A00081,BIASHARA6W,366,834,1200
2025-04-15,A00085,INUKA6WKS,503,1667,2170
2025-04-15,A00087,BIASHARA4W,250,1250,1500
2025-04-15,A00091,INUKA6WKS,503,1667,2170
2025-04-15,A00125,BIASHARA4W,250,1250,1500
2025-04-15,A00127,INUKA6WKS,503,1667,2170
2025-04-15,A00157,INUKA6WKS,0,1067,1067
2025-04-15,A00199,BIASHARA6W,324,830,1154
2025-04-15,A00226,INUKA6WKS,0,300,300
2025-04-15,A00230,INUKA6WKS,500,200,700
2025-04-15,A00231,INUKA6WKS,500,1167,1667
2025-04-15,A00237,INUKA6WKS,1000,2334,3334
2025-04-15,A00238,BIASHARA6W,334,466,800
2025-04-15,A00265,BIASHARA4W,0,500,500
2025-04-15,A00283,BIASHARA6W,660,1668,2328
2025-04-15,A00319,BIASHARA6W,0,708,708
2025-04-15,A00321,INUKA 4WKS,0,150,150
2025-04-15,A00338,INUKA6WKS,0,250,250
2025-04-15,A00348,BIASHARA6W,334,834,1168
2025-04-15,A00358,BIASHARA6W,334,766,1100
2025-04-15,A00360,BIASHARA4W,250,250,500
2025-04-15,A00361,BIASHARA6W,361,834,1195
2025-04-15,A00369,BIASHARA4W,250,1250,1500
2025-04-15,A00370,BIASHARA6W,334,166,500
2025-04-15,A00427,BIASHARA6W,11,0,11
2025-04-16,A00019,BIASHARA6W,0,100,100
2025-04-16,A00020,INUKA8WKS,0,475,475
2025-04-16,A00021,BIASHARA6W,334,726,1060
2025-04-16,A00032,BIASHARA6W,236,664,900
2025-04-16,A00063,INUKA6WKS,179,521,700
2025-04-16,A00090,BIASHARA4W,250,1250,1500
2025-04-16,A00102,INUKA6WKS,497,503,1000
2025-04-16,A00192,INUKA6WKS,400,1165,1565
2025-04-16,A00193,BIASHARA6W,0,457,457
2025-04-16,A00213,INUKA6WKS,503,1167,1670
2025-04-16,A00229,BIASHARA6W,66,830,896
2025-04-16,A00230,INUKA6WKS,0,800,800
2025-04-16,A00231,INUKA6WKS,497,1165,1662
2025-04-16,A00238,BIASHARA6W,0,367,367
2025-04-16,A00248,BIASHARA6W,334,233,567
2025-04-16,A00324,BIASHARA4W,250,750,1000
2025-04-16,A00337,INUKA6WKS,0,748,748
2025-04-16,A00338,INUKA6WKS,606,614,1220
2025-04-16,A00362,BIASHARA6W,334,834,1168
2025-04-16,A00363,BIASHARA4W,250,1250,1500
2025-04-16,A00366,BIASHARA6W,341,834,1175
2025-04-16,A00370,BIASHARA6W,0,668,668
2025-04-16,A00371,INUKA 4WKS,500,1750,2250
2025-04-16,A00376,INUKA6WKS,0,600,600
2025-04-16,A00399,INUKA6WKS,6,0,6
2025-04-16,A00400,INUKA6WKS,200,0,200
2025-04-16,A00401,INUKA6WKS,0,100,100
2025-04-16,A00402,BIASHARA6W,0,4,4
2025-04-17,A00019,BIASHARA6W,113,147,260
2025-04-17,A00021,BIASHARA6W,0,108,108
2025-04-17,A00025,INUKA6WKS,500,1000,1500
2025-04-17,A00032,BIASHARA6W,0,68,68
2025-04-17,A00062,INUKA 4WKS,500,2000,2500
2025-04-17,A00063,INUKA6WKS,0,270,270
2025-04-17,A00077,INUKA 4WKS,500,2000,2500
2025-04-17,A00092,BIASHARA6W,332,468,800
2025-04-17,A00093,BIASHARA4W,250,1250,1500
2025-04-17,A00102,INUKA6WKS,3,664,667
2025-04-17,A00201,BIASHARA6W,334,834,1168
2025-04-17,A00215,BIASHARA6W,210,0,210
2025-04-17,A00247,BIASHARA6W,334,616,950
2025-04-17,A00248,BIASHARA6W,0,600,600
2025-04-17,A00271,INUKA6WKS,1000,2000,3000
2025-04-17,A00280,INUKA6WKS,500,865,1365
2025-04-17,A00282,INUKA6WKS,0,500,500
2025-04-17,A00320,INUKA 4WKS,500,1750,2250
2025-04-17,A00321,INUKA 4WKS,500,1750,2250
2025-04-17,A00324,BIASHARA4W,0,500,500
2025-04-17,A00330,INUKA8WKS,525,875,1400
2025-04-17,A00331,INUKA6WKS,503,1167,1670
2025-04-17,A00332,INUKA6WKS,506,1334,1840
2025-04-17,A00333,INUKA6WKS,494,1106,1600
2025-04-17,A00358,BIASHARA6W,2,68,70
2025-04-17,A00378,INUKA6WKS,500,1167,1667
2025-04-17,A00427,BIASHARA6W,300,0,300
2025-04-18,A00021,BIASHARA6W,668,1668,2336
2025-04-18,A00121,INUKA6WKS,501,1167,1668
2025-04-18,A00123,BIASHARA6W,344,836,1180
2025-04-18,A00131,INUKA8WKS,500,1000,1500
2025-04-18,A00133,INUKA8WKS,500,875,1375
2025-04-18,A00148,BIASHARA6W,334,666,1000
2025-04-18,A00212,INUKA6WKS,500,1167,1667
2025-04-18,A00239,INUKA6WKS,499,501,1000
2025-04-18,A00263,INUKA6WKS,500,1167,1667
2025-04-18,A00264,BIASHARA6W,334,833,1167
2025-04-18,A00282,INUKA6WKS,500,1000,1500
2025-04-18,A00322,BIASHARA4W,250,1250,1500
2025-04-18,A00323,INUKA 4WKS,500,1250,1750
2025-04-18,A00333,INUKA6WKS,6,61,67
2025-04-18,A00338,INUKA6WKS,147,53,200
2025-04-18,A00372,BIASHARA4W,250,1250,1500
2025-04-18,A00373,BIASHARA6W,334,834,1168
2025-04-18,A00377,BIASHARA6W,336,834,1170
2025-04-18,A00379,BIASHARA6W,334,834,1168
2025-04-18,A00380,BIASHARA6W,334,833,1167
2025-04-18,A00419,BIASHARA6W,5,0,5
2025-04-19,A00092,BIASHARA6W,4,366,370
2025-04-19,A00159,BIASHARA6W,366,834,1200
2025-04-19,A00209,INUKA8WKS,500,875,1375
2025-04-19,A00319,BIASHARA6W,148,2,150
2025-04-19,A00335,BIASHARA6W,336,834,1170
2025-04-19,A00338,INUKA6WKS,0,250,250
2025-04-19,A00357,BIASHARA6W,334,834,1168
2025-04-19,A00388,INUKA6WKS,500,400,900
2025-04-20,A00035,BIASHARA6W,334,834,1168
2025-04-20,A00060,BIASHARA6W,334,666,1000
2025-04-20,A00063,INUKA6WKS,0,350,350
2025-04-20,A00215,BIASHARA6W,334,834,1168
2025-04-20,A00323,INUKA 4WKS,0,500,500
2025-04-20,A00365,INUKA 4WKS,500,0,500
2025-04-20,A00388,INUKA6WKS,0,767,767
2025-04-20,A00403,BIASHARA4W,250,550,800
2025-04-21,A00025,INUKA6WKS,1000,1000,2000
2025-04-21,A00030,INUKA 4WKS,1000,3500,4500
2025-04-21,A00033,INUKA6WKS,1000,2334,3334
2025-04-21,A00037,BIASHARA4W,300,1250,1550
2025-04-21,A00039,BIASHARA6W,334,834,1168
2025-04-21,A00054,BIASHARA6W,334,166,500
2025-04-21,A00058,BIASHARA4W,250,750,1000
2025-04-21,A00059,INUKA 4WKS,500,2500,3000
2025-04-21,A00060,BIASHARA6W,0,168,168
2025-04-21,A00061,BIASHARA6W,334,206,540
2025-04-21,A00063,INUKA6WKS,24,26,50
2025-04-21,A00091,INUKA6WKS,491,509,1000
2025-04-21,A00116,INUKA6WKS,500,500,1000
2025-04-21,A00122,INUKA 4WKS,500,2000,2500
2025-04-21,A00124,INUKA 4WKS,500,1750,2250
2025-04-21,A00132,BIASHARA4W,250,250,500
2025-04-21,A00212,INUKA6WKS,1000,2334,3334
2025-04-21,A00214,BIASHARA6W,334,833,1167
2025-04-21,A00216,BIASHARA4W,500,1500,2000
2025-04-21,A00226,INUKA6WKS,500,1165,1665
2025-04-21,A00228,INUKA6WKS,1000,2000,3000
2025-04-21,A00239,INUKA6WKS,0,367,367
2025-04-21,A00265,BIASHARA4W,250,1250,1500
2025-04-21,A00280,INUKA6WKS,0,900,900
2025-04-21,A00282,INUKA6WKS,0,1000,1000
2025-04-21,A00319,BIASHARA6W,186,114,300
2025-04-21,A00338,INUKA6WKS,14,86,100
2025-04-21,A00361,BIASHARA6W,307,423,730
2025-04-21,A00379,BIASHARA6W,0,336,336
2025-04-21,A00382,BIASHARA6W,334,834,1168
2025-04-21,A00383,INUKA6WKS,500,1667,2167
2025-04-21,A00385,BIASHARA4W,250,1250,1500
2025-04-21,A00389,INUKA 4WKS,500,1750,2250
2025-04-21,A00391,INUKA6WKS,500,1167,1667
2025-04-21,A00398,BIASHARA4W,250,1250,1500
2025-04-21,A00424,INUKA6WKS,18,0,18
2025-04-21,A00427,BIASHARA6W,23,377,400
2025-04-22,A00020,INUKA8WKS,500,875,1375
2025-04-22,A00055,INUKA 4WKS,500,2000,2500
2025-04-22,A00058,BIASHARA4W,250,1750,2000
2025-04-22,A00061,BIASHARA6W,0,628,628
2025-04-22,A00079,BIASHARA6W,336,834,1170
2025-04-22,A00085,INUKA6WKS,503,1667,2170
2025-04-22,A00091,INUKA6WKS,12,1158,1170
2025-04-22,A00127,INUKA6WKS,1000,1170,2170
2025-04-22,A00157,INUKA6WKS,500,1167,1667
2025-04-22,A00227,BIASHARA6W,334,834,1168
2025-04-22,A00238,BIASHARA6W,334,833,1167
2025-04-22,A00239,INUKA6WKS,1,299,300
2025-04-22,A00247,BIASHARA6W,334,1294,1628
2025-04-22,A00248,BIASHARA6W,334,839,1173
2025-04-22,A00280,INUKA6WKS,396,99,495
2025-04-22,A00319,BIASHARA6W,0,200,200
2025-04-22,A00337,INUKA6WKS,0,114,114
2025-04-22,A00338,INUKA6WKS,0,350,350
2025-04-22,A00348,BIASHARA6W,334,366,700
2025-04-22,A00358,BIASHARA6W,332,218,550
2025-04-22,A00369,BIASHARA4W,250,1250,1500
2025-04-22,A00370,BIASHARA6W,334,166,500
2025-04-22,A00384,BIASHARA6W,334,286,620
2025-04-22,A00387,BIASHARA4W,250,1250,1500
2025-04-22,A00390,INUKA6WKS,500,300,800
2025-04-22,A00393,BIASHARA4W,250,1250,1500
2025-04-22,A00397,BIASHARA4W,250,950,1200
2025-04-22,A00400,INUKA6WKS,500,1575,2075
2025-04-22,A00403,BIASHARA4W,0,700,700
2025-04-22,A00427,BIASHARA6W,13,457,470
2025-04-23,A00022,INUKA6WKS,500,1167,1667
2025-04-23,A00035,BIASHARA6W,998,2502,3500
2025-04-23,A00054,BIASHARA6W,0,545,545
2025-04-23,A00056,BIASHARA6W,334,834,1168
2025-04-23,A00063,INUKA6WKS,476,394,870
2025-04-23,A00077,INUKA 4WKS,450,750,1200
2025-04-23,A00081,BIASHARA6W,300,400,700
2025-04-23,A00093,BIASHARA4W,500,2500,3000
2025-04-23,A00230,INUKA6WKS,500,1000,1500
2025-04-23,A00238,BIASHARA6W,0,2,2
2025-04-23,A00239,INUKA6WKS,499,501,1000
2025-04-23,A00264,BIASHARA6W,334,833,1167
2025-04-23,A00280,INUKA6WKS,104,1832,1936
2025-04-23,A00319,BIASHARA6W,0,400,400
2025-04-23,A00324,BIASHARA4W,250,1250,1500
2025-04-23,A00332,INUKA6WKS,482,418,900
2025-04-23,A00338,INUKA6WKS,36,731,767
2025-04-23,A00348,BIASHARA6W,0,390,390
2025-04-23,A00361,BIASHARA6W,104,411,515
2025-04-23,A00362,BIASHARA6W,334,834,1168
2025-04-23,A00363,BIASHARA4W,0,700,700
2025-04-23,A00366,BIASHARA6W,341,834,1175
2025-04-23,A00370,BIASHARA6W,0,668,668
2025-04-23,A00374,INUKA6WKS,500,1167,1667
2025-04-23,A00376,INUKA6WKS,500,1167,1667
2025-04-23,A00384,BIASHARA6W,0,450,450
2025-04-23,A00390,INUKA6WKS,0,700,700
2025-04-23,A00392,INUKA6WKS,500,1167,1667
2025-04-23,A00397,BIASHARA4W,0,250,250
2025-04-23,A00400,INUKA6WKS,8,92,100
2025-04-23,A00402,BIASHARA6W,334,566,900
2025-04-23,A00404,BIASHARA4W,250,1250,1500
2025-04-23,A00407,BIASHARA6W,334,834,1168
2025-04-23,A00413,INUKA 4WKS,500,1750,2250
2025-04-23,A00417,INUKA6WKS,500,1000,1500
2025-04-24,A00032,BIASHARA6W,268,102,370
2025-04-24,A00054,BIASHARA6W,0,123,123
2025-04-24,A00063,INUKA6WKS,0,350,350
2025-04-24,A00077,INUKA 4WKS,50,1250,1300
2025-04-24,A00078,INUKA 4WKS,350,0,350
2025-04-24,A00102,INUKA6WKS,497,1070,1567
2025-04-24,A00125,BIASHARA4W,250,250,500
2025-04-24,A00213,INUKA6WKS,496,504,1000
2025-04-24,A00227,BIASHARA6W,334,834,1168
2025-04-24,A00239,INUKA6WKS,0,664,664
2025-04-24,A00263,INUKA6WKS,500,1165,1665
2025-04-24,A00264,BIASHARA6W,0,2,2
2025-04-24,A00323,INUKA 4WKS,500,1750,2250
2025-04-24,A00330,INUKA8WKS,625,875,1500
